SYMBOL,AVG,
KOTHARIPRO,5.2366652,
KPITTECH,3.4666646,
KPRMILL,14.799992,
KRBL,8.2,
KREBSBIO,4.349996,
KRIDHANINF,1.7833338,
KRISHANA,7.4166665,
KRITIKA,5.9833374,
KSB,10.366658,
KSCL,8.430005,
KSERASERA,9.699996,
KSHITIJPOL,4.216665,
KSK,6.7000003,
KSL,9.413313,
KTKBANK,15.616664,
KUANTUM,4.8333344,
KWALITY,27.883307,
L&TFH,0.85000056,
L&TFINANCE,5.3500085,
L&TFINANCE,22.086655,
L&TFINANCE,16.653341,
L&TFINANCE,37.666668,
L&TFINANCE,4.500004,
L&TFINANCE,5.25,
L&TFINANCE,17.749979,
L&TFINANCE,2.5666707,
L&TINFRA,15.400008,
L&TINFRA,5.266668,
L&TINFRA,9.82666,
L&TINFRA,0.9166584,
L&TINFRA,35.61334,
LAKPRE,10.366662,
LAKSHVILAS,4.596663,
LALPATHLAB,11.900014,
LAMBODHARA,13.033337,
LAOPALA,32.75001,
LASA,0.4433314,
LAURUSLABS,6.8400116,
LAXMIMACH,35.99999,
LEMONTREE,1.3499994,
LFIC,3.5166664,
LGBBROSLTD,4.5166707,
LGBFORGE,9.0,
LIBAS,7.183349,
LIBERTSHOE,15.729991,
LICHSGFIN,27.216654,
LICNETFGSC,32.456676,
LICNETFN50,7.01667,
LICNETFSEN,17.866669,
LICNFNHGP,27.98333,
LINCOLN,2.4700031,
LINCPEN,4.806671,
LINDEINDIA,22.749994,
LIQUIDBEES,5.3200054,
LIQUIDETF,0.5233409,
LOKESHMACH,0.56,
LOTUSEYE,1.016667,
LOVABLE,9.2166815,
LPDC,7.3266683,
LSIL,21.483332,
LT,19.11666,
LTI,10.0333185,
LTTS,21.416662,
LUMAXIND,36.89999,
LUMAXTECH,4.7333302,
LUPIN,4.7333374,
LUXIND,29.233337,
LYKALABS,4.2000036,
LYPSAGEMS,2.8633301,
M&M,6.699997,
M&MFIN,10.240006,
M&MFIN,1.4166666,
M&MFIN,1.7833333,
M100,7.113333,
M17RD,5.3166656,
M50,24.723398,
MAANALU,6.9,
MACPOWER,6.9833293,
MADHAV,6.049998,
MADHUCON,2.016668,
MADRASFERT,2.3499997,
MAGADSUGAR,3.216668,
MAGMA,1.05,
MAGNUM,1.8999996,
MAHABANK,1.899999,
MAHAPEXLTD,12.716662,
MAHASTEEL,4.583336,
MAHESHWARI,13.066661,
MAHICKRA,5.1166687,
MAHINDCIE,5.666664,
MAHLIFE,52.766705,
MAHLOG,6.5333314,
MAHSCOOTER,68.16667,
MAHSEAMLES,9.900002,
MAITHANALL,8.600003,
MAJESCO,35.943336,
MALUPAPER,1.416666,
MAN50ETF,1.8833348,
MANAKALUCO,9.816665,
MANAKCOAT,1.2166667,
MANAKSIA,1.0666656,
MANAKSTEEL,2.7833326,
MANALIPETC,57.150066,
MANAPPURAM,16.700003,
MANGALAM,6.9500046,
MANGCHEFER,3.1666622,
MANGLMCEM,4.3333297,
MANGTIMBER,1.4833342,
MANINDS,1.4833326,
MANINFRA,3.6333325,
MANUGRAPH,7.049993,
MARALOVER,6.16667,
MARATHON,2.9166658,
MARICO,4.2000055,
MARINE,23.233332,
MARKSANS,32.133335,
MARSHALL,0.8333333,
MARUTI,51.600002,
MASFIN,32.216656,
MASTEK,11.05,
MATRIMONY,5.1000023,
MAWANASUG,2.8166656,
MAXINDIA,7.0833306,
MAXVIL,4.6333337,
MAYURUNIQ,2.4000015,
MAZDA,5.066667,
MBECL,0.14999993,
MBLINFRA,0.29999986,
MCDHOLDING,19.96665,
MCDOWELL-N,15.333336,
MCL,1.8833338,
MCLEODRUSS,75.333305,
MCX,13.000012,
MEGASOFT,1.8999996,
MEGH,4.899999,
MELSTAR,3.2333348,
MENONBE,4.8333344,
MEP,0.8166669,
MERCATOR,8.283334,
METALFORGE,0.36666667,
METKORE,17.300009,
METROPOLIS,21.25,
MFSL,11.650004,
MGEL,15.016643,
MGL,10.75,
MHHL,0.033333343,
MHRIL,3.6166637,
MIC,3.8500001,
MIDHANI,7.716661,
MILTON,3.6833375,
MINDACORP,10.316673,
MINDAIND,6.533336,
MINDPOOL,0.6666673,
MINDTECK,3.7500026,
MINDTREE,22.68332,
MIRCELECTR,3.0000007,
MIRZAINT,8.233337,
MMFL,19.48333,
MMP,430.69897,
MMTC,1.2166666,
MODIRUBBER,2.5666664,
MOHITIND,2.450001,
MOHOTAIND,1.3000005,
MOIL,5.5333304,
MOLDTECH,3.333338,
MOLDTKPAC,2.4500043,
MONTECARLO,2.78333,
MORARJEE,2.5333347,
MOREPENLAB,8.850005,
MOTHERSUMI,2.0833313,
MOTILALOFS,30.383322,
MOTOGENFIN,32.150013,
MPHASIS,375.1,
MPSLTD,9.396651,
MRF,200.71667,
MRPL,3.716669,
MSPL,1.3999997,
MSTCLTD,4.016665,
MTEDUCARE,0.6000001,
MTNL,1.0333332,
MUKANDENGG,1.0833336,
MUKANDLTD,0.93333244,
MUKANDLTD,5.0499997,
MUKTAARTS,1.7333311,
MUNJALAU,9.933341,
MUNJALSHOW,13.950012,
MURUDCERA,9.750012,
MUTHOOTCAP,8.1033325,
MUTHOOTFIN,42.546673,
N100,32.213345,
NABARD,0.97001916,
NACLIND,2.150001,
NAGAFERT,0.83333206,
NAGREEKCAP,22.266665,
NAGREEKEXP,3.2500002,
NAHARCAP,2.350001,
NAHARINDUS,2.3833332,
NAHARPOLY,4.466665,
NAHARSPING,3.8833325,
NAM-INDIA,8.433328,
NARMADA,0.5833335,
NATCOPHARM,6.183333,
NATHBIOGEN,40.183334,
NATIONALUM,30.933334,
NATNLSTEEL,9.03333,
NAUKRI,39.45003,
NAVINFLUOR,126.18339,
NAVKARCORP,0.9766674,
NAVNETEDUL,2.8233325,
NBCC,1.3533331,
NBIFIN,50.45334,
NBVENTURES,9.083339,
NCC,1.5700003,
NCLIND,1.5266666,
NDGL,3.5666587,
NDL,14.666671,
NDTV,5.15,
NECCLTD,3.999999,
NECLIFE,11.416663,
NELCAST,15.399993,
NELCO,115.32989,
NEOGEN,10.273341,
NESCO,4.4899993,
NESTLEIND,157.64006,
NETF,0.32333502,
NETFCONSUM,0.7033348,
NETFDIVOPP,1.0,
NETFLTGILT,72.57335,
NETFMID150,1.410005,
NETFNIF100,37.933334,
NETFNV20,3.3666656,
NETWORK18,9.916666,
NEULANDLAB,13.133339,
NEWGEN,9.566669,
NEXTMEDIA,2.6366737,
NFL,7.4166656,
NH,44.283344,
NHAI,1.8500081,
NHAI,7.0433183,
NHAI,14.083333,
NHAI,5.879995,
NHAI,1.7000084,
NHAI,87.33334,
NHAI,14.300008,
NHBTF2014,5.6666665,
NHBTF2023,15.966664,
NHPC,2.7166688,
NIACL,5.766668,
NIBL,0.13333328,
NIFTYBEES,1.4866663,
NIFTYEES,87.58331,
NIITLTD,2.0,
NIITTECH,50.18335,
NILAINFRA,17.183332,
NILASPACES,6.5833373,
NILKAMAL,10.250016,
NIPPOBATRY,16.750004,
NITCO,1.9400005,
NITINFIRE,0.6166664,
NITINSPIN,1.8666674,
NKIND,5.9666724,
NLCINDIA,8.633342,
NMDC,4.6333303,
NOCIL,8.433342,
NOIDATOLL,14.599996,
NORBTEAEXP,44.416668,
NPBET,14.053332,
NRAIL,5.0666647,
NRBBEARING,1.7999989,
NSIL,15.733357,
NTL,14.459987,
NTPC,2.3066652,
NTPC,0.083333336,
NTPC,3.366665,
NTPC,13.216675,
NTPC,4.4233336,
NTPC,13.0,
NTPC,7.5166755,
NTPC,32.68335,
NUCLEUS,6.633335,
NXTDIGITAL,7.3166623,
OAL,4.1166644,
OBEROIRLTY,7.983339,
OCCL,10.083341,
OFSS,29.96662,
OIL,2.1833332,
OILCOUNTUB,2.533332,
OISL,1.9166665,
OLECTRA,9.366671,
OMAXAUTO,1.7166678,
OMAXE,1.5833321,
OMKARCHEM,1.0999995,
OMMETALS,3.133337,
ONELIFECAP,29.066666,
ONEPOINT,0.84999996,
ONGC,1.2000011,
ONMOBILE,0.5666669,
ONWARDTEC,0.79999924,
OPTIEMUS,0.8833327,
OPTOCIRCUI,207.31653,
ORBTEXP,8.716667,
ORICONENT,4.866663,
ORIENTABRA,3.3166656,
ORIENTALTL,1.8166666,
ORIENTBANK,1.6500015,
ORIENTBELL,7.75,
ORIENTCEM,29.416674,
ORIENTELEC,8.333333,
ORIENTHOT,3.6666677,
ORIENTLTD,1.7666645,
ORIENTPPR,0.49999976,
ORIENTREF,286.78372,
ORISSAMINE,54.166676,
ORTEL,0.38333344,
ORTINLABSS,0.78333443,
OSWALAGRO,1.1333332,
PAEL,4.81667,
PAGEIND,244.1664,
PAISALO,38.49999,
PALASHSECU,0.6833337,
PALREDTEC,0.9333334,
PANACEABIO,13.066666,
PANACHE,0.78333354,
PANAMAPET,10.666667,
PAPERPROD,4.7833323,
PARABDRUGS,1.3366703,
PARACABLES,4.9666753,
PARAGMILK,46.699932,
PARSVNATH,2.7166665,
PASHUPATI,0.58333355,
PATELENG,5.9499993,
PATINTLOG,68.316734,
PATSPINLTD,97.83325,
PCJEWELLER,2.7166672,
PDMJEPAPER,2.3000002,
PDPL,19.316679,
PDSMFL,14.55,
PEARLPOLY,25.183334,
PEL,25.333334,
PENIND,0.28333282,
PENINLAND,1.5500015,
PENTAGOLD,0.7166659,
PERSISTENT,15.883325,
PETRONENGG,51.649998,
PETRONET,5.9499993,
PFC,1.6833344,
PFC,1.8833433,
PFC,174.11653,
PFC,40.920002,
PFIZER,40.816666,
PFOCUS,7.8666625,
PFS,13.349998,
PGEL,19.33333,
PGHH,117.66665,
PGHL,40.44998,
PGIL,9.60001,
PHILIPCARB,7.983332,
PHOENIXLTD,15.249997,
PIDILITIND,27.78335,
PIIND,28.783325,
PILANIINVS,10.150004,
PILITA,1.2999989,
PIONDIST,3.5999973,
PIONEEREMB,5.3999963,
PITTIENG,1.9666666,
PKTEA,6.3833327,
PLASTIBLEN,4.8666635,
PNB,4.466667,
PNBGILTS,3.9666672,
PNBHOUSING,13.5000105,
PNC,5.1333294,
PNCINFRA,12.033336,
PODDARHOUS,6.566668,
PODDARMENT,8.966664,
POKARNA,10.733341,
POLYCAB,15.899997,
POLYMED,22.433334,
POLYPLEX,5.6500077,
PONNIERODE,2.4499986,
POWERGRID,2.400002,
POWERMECH,11.633328,
PPAP,4.083335,
PPL,4.983332,
PRABHAT,2.2633317,
PRADIP,3.9000006,
PRAENG,1.5333319,
PRAJIND,17.11667,
PRAKASH,2.433334,
PRAKASHSTL,4.849996,
PRECAM,0.8000005,
PRECOT,17.366692,
PRECWIRE,6.6666465,
PREMEXPLN,3.6333313,
PREMIER,7.8833375,
PREMIERPOL,2.9999988,
PRESSMN,6.7833333,
PRESTIGE,4.9166665,
PRICOLLTD,6.4833283,
PRIMESECU,4.9633374,
PRINCEPIPE,2.8500025,
PRITI,5.066666,
PROSEED,2.2666667,
PROZONINTU,8.283329,
PRSMJOHNSN,4.4666677,
PSB,1.1166681,
PSL,1.2999995,
PSPPROJECT,30.483337,
PSUBNKBEES,6.980017,
PTC,16.91667,
PTL,2.116668,
PUNJABCHEM,11.433337,
PUNJLLOYD,12.76667,
PURVA,9.366671,
PUSHPREALM,7.0666833,
PVR,20.283325,
QGOLDHALF,8.433333,
QNIFTY,4.149998,
QUESS,13.833333,
QUICKHEAL,2.8333375,
RADAAN,2.7166655,
RADICO,6.700006,
RADIOCITY,10.566667,
RAIN,5.3000016,
RAJESHEXPO,8.533336,
RAJRAYON,7.81667,
RAJSREESUG,0.91666716,
RAJTV,20.050016,
RAJVIR,17.416674,
RALLIS,16.650007,
RAMANEWS,8.3499975,
RAMASTEEL,6.066679,
RAMCOCEM,27.549988,
RAMCOIND,9.683326,
RAMCOSYS,4.9500012,
RAMKY,10.100003,
RAMSARUP,7.2333374,
RANASUG,0.16666667,
RANEENGINE,19.413336,
RANEHOLDIN,17.416662,
RATNAMANI,12.033341,
RAYMOND,10.583327,
RBL,14.116669,
RBLBANK,8.266663,
RCF,3.6500084,
RCOM,0.2,
RECLTD,14.216649,
RECLTD,6.6133294,
RECLTD,1.2333254,
RECLTD,1.8833318,
RECLTD,0.85000104,
REDINGTON,4.916663,
REFEX,1.1833341,
REGENCERAM,10.433324,
RELAXO,13.433337,
RELCAPITAL,14.216671,
RELIANCE,16.749992,
RELIGARE,0.86666614,
RELINFRA,0.9333337,
RENUKA,1.6999989,
REPCOHOME,5.9499993,
REPL,1.2,
REPRO,9.183343,
RESPONIND,9.649999,
REVATHI,14.25,
RGL,15.666667,
RHFL,1.0166651,
RHFL,19.063334,
RHFL,4.266668,
RICOAUTO,0.7833333,
RIIL,7.983333,
RITES,6.0833373,
RKDL,0.51666737,
RKEC,8.0,
RKFORGE,8.53333,
RMCL,7.883325,
RMDRIP,1.3833332,
RML,5.500004,
RNAVAL,3.1833327,
ROHITFERRO,2.7166636,
ROHLTD,1.416666,
ROLLT,1.1666646,
ROLTA,7.5166664,
ROSSELLIND,1.4166688,
RPGLIFE,6.2500052,
RPOWER,0.98333335,
RPPINFRA,4.8666644,
RPPL,6.1166635,
RSSOFTWARE,3.1166687,
RSWM,2.6500008,
RSYSTEMS,3.3333309,
RTNINFRA,1.8499998,
RTNPOWER,5.549999,
RUBYMILLS,3.7166672,
RUCHI,26.950073,
RUCHINFRA,0.4166672,
RUCHIRA,6.283335,
RUPA,4.699998,
RUSHIL,5.1333327,
RVNL,0.7666669,
SABTN,8.216662,
SADBHAV,4.466667,
SADBHIN,2.2333338,
SAFARI,6.283333,
SAGARDEEP,2.95,
SAGCEM,16.25,
SAIL,8.016673,
SAKAR,134.99994,
SAKHTISUG,13.866666,
SAKSOFT,34.766666,
SAKUMA,0.45000005,
SALASAR,47.550068,
SALONA,3.3833313,
SALSTEEL,38.350063,
SALZERELEC,3.2166653,
SAMBHAAV,3.9333336,
SANCO,10.533336,
SANDESH,7.0833335,
SANDHAR,5.799999,
SANGAMIND,11.233337,
SANGHIIND,1.6166674,
SANGHVIFOR,5.6666675,
SANGHVIMOV,5.7333374,
SANGINITA,3.2699993,
SANOFI,28.36667,
SANWARIA,6.023339,
SARDAEN,45.933365,
SAREGAMA,27.316666,
SARLAPOLY,1.4666704,
SARVESHWAR,1.0766642,
SASKEN,39.56664,
SASTASUNDR,4.716667,
SATIA,5.033333,
SATIN,11.166664,
SBIETFQLTY,16.013334,
SBILIFE,22.983337,
SBIN,13.050008,
SBIN,8.266536,
SBIN,61.683334,
SBIN,102.73334,
SCAPDVR,13.879996,
SCHAEFFLER,46.650066,
SCHAND,14.833333,
SCHNEIDER,9.049999,
SCI,5.2833304,
SDBL,21.966682,
SEAMECLTD,17.739988,
SECURCRED,1.0,
SELAN,37.22667,
SELMCL,0.7166667,
SEPOWER,2.2833323,
SEQUENT,1.1166662,
SERVOTECH,16.966675,
SESHAPAPER,31.613297,
SETCO,45.0,
SETF10GILT,14.233333,
SETFGOLD,56.666668,
SETFNIF50,7.7700005,
SETFNIFBK,1.5700318,
SETFNN50,5.5500083,
SETUINFRA,13.216664,
SEYAIND,12.316666,
SEZAL,4.9166665,
SFL,16.1,
SGBAUG24,28.100016,
SGBAUG27,20.036661,
SGBDC27VII,53.960003,
SGBFEB24,32.883335,
SGBJ28VIII,42.36667,
SGBJAN26,3.549998,
SGBJUL25,13.0,
SGBMAR24,24.800001,
SGBMAR25,21.51333,
SGBMAY25,9.883334,
SGBMAY26,1.0333328,
SGBNOV23,23.966665,
SGBNOV24,12.2,
SGBNOV25,355.07983,
SGBNOV25VI,2.466668,
SGBNOV26,0.8666665,
SGBOCT25,12.76003,
SGBOCT25IV,8.483333,
SGBOCT26,3.2166672,
SGBOCT27,92.48334,
SGBOCT27VI,92.36667,
SGBSEP24,11.799998,
SGBSEP27,9.083337,
SGL,0.6333337,
SHAHALLOYS,3.6833344,
SHAKTIPUMP,21.0,
SHALBY,10.849998,
SHALPAINTS,2.7666674,
SHANKARA,7.699995,
SHANTIGEAR,1.1666659,
SHARDACROP,9.983335,
SHARDAMOTR,6.7999864,
SHARIABEES,11.613342,
SHEMAROO,24.333326,
SHIL,126.40026,
SHILPAMED,9.166672,
SHIRPUR-G,0.9833328,
SHIVAMAUTO,10.916667,
SHIVAMILLS,2.1499982,
SHIVATEX,6.266668,
SHK,3.5000012,
SHOPERSTOP,17.30001,
SHREDIGCEM,1.8166682,
SHREECEM,195.5168,
SHREEPUSHK,2.7833326,
SHREERAMA,3.8666668,
SHRENIK,1.5833334,
SHREYANIND,11.383343,
SHREYAS,6.9333386,
SHRIPISTON,7.8666625,
SHRIRAMCIT,34.399998,
SHRIRAMEPC,0.19999997,
SHUBHLAXMI,3.1666641,
SHYAMCENT,0.33333334,
SHYAMTEL,0.7333335,
SICAGEN,4.483331,
SICAL,14.166671,
SIEMENS,18.533325,
SIGIND,10.850013,
SIL,0.5,
SILINV,24.183332,
SIMBHALS,4.0833364,
SIMPLEXINF,19.283333,
SINTERCOM,5.233335,
SINTEX,1.2666667,
SIRCA,8.983333,
SIS,12.433333,
SITINET,0.7666665,
SIYSIL,7.3000007,
SJVN,1.0333341,
SKFINDIA,18.966667,
SKIL,3.9333372,
SKIPPER,5.716667,
SKMEGGPROD,9.116665,
SMARTLINK,2.6833344,
SMLISUZU,37.250004,
SMPL,9.966666,
SMSLIFE,5.26666,
SMSPHARMA,5.85,
SMVD,11.31667,
SNOWMAN,0.2333339,
SOBHA,2.6166668,
SOFTTECH,7.8666635,
SOLARA,45.583332,
SOLARINDS,25.949982,
SOMANYCERA,6.083332,
SOMATEX,14.066643,
SOMICONVEY,4.45,
SONAHISONA,0.66666657,
SONAMCLOCK,8.363338,
SONATSOFTW,3.7666626,
SORILINFRA,4.3166656,
SOTL,8.399992,
SOUTHBANK,4.4333334,
SOUTHWEST,0.98334974,
SPAL,3.3333232,
SPANDANA,73.31667,
SPARC,19.306662,
SPECIALITY,18.266676,
SPENCERS,1.2666601,
SPENTEX,1.6166626,
SPIC,9.48335,
SPICEJET,29.03335,
SPLIL,3.8333385,
SPMLINFRA,9.316667,
SPTL,30.79666,
SPYL,3.1500006,
SREEL,31.816671,
SREIBNPNCD,26.099976,
SREIBNPNCD,0.6166585,
SREIBNPNCD,0.0,
SREIBNPNCD,0.0,
SREINFRA,9.966666,
SREINFRA,0.03333333,
SREINFRA,14.766667,
SREINFRA,6.786672,
SRF,29.60003,
SRHHYPOLTD,3.2833302,
SRIPIPES,12.483334,
SRTRANSFIN,12.483314,
SRTRANSFIN,15.199997,
SRTRANSFIN,2.3333333,
SRTRANSFIN,2.4033306,
SRTRANSFIN,27.799995,
SRTRANSFIN,1.25,
SRTRANSFIN,4.416675,
SRTRANSFIN,1.416675,
SRTRANSFIN,13.600001,
SRTRANSFIN,19.496674,
SRTRANSFIN,0.21330567,
SRTRANSFIN,0.35000405,
SRTRANSFIN,6.4333344,
SRTRANSFIN,10.216662,
SRTRANSFIN,14.736653,
SRTRANSFIN,27.083374,
SRTRANSFIN,7.6666665,
SRTRANSFIN,15.100017,
SRTRANSFIN,4.2166686,
SRTRANSFIN,12.683342,
SRTRANSFIN,23.38334,
SRTRANSFIN,2.1866696,
SRTRANSFIN,14.883331,
SRTRANSFIN,3.116665,
SRTRANSFIN,8.933335,
SRTRANSFIN,1.4333324,
SRTRANSFIN,0.85000044,
SRTRANSFIN,6.150004,
SRTRANSFIN,2.049999,
SSINFRA,2.3166676,
SSWL,23.466696,
STAMPEDE,0.10000009,
STAN,3.8833334,
STAR,13.916663,
STARCEMENT,0.76666814,
STARPAPER,3.5666676,
STCINDIA,5.1166663,
STEELCITY,0.8999996,
STEELXIND,5.399998,
STEL,22.583334,
STERTOOLS,2.7333343,
STINDIA,13.083318,
STRTECH,28.766678,
SUBCAPCITY,13.366669,
SUBEX,11.266665,
SUBROS,20.083332,
SUDARSCHEM,7.650002,
SUJANAUNI,3.0666707,
SUMEETINDS,5.2500043,
SUMICHEM,7.766668,
SUMIT,5.0166674,
SUMMITSEC,9.783338,
SUNCLAYLTD,27.866632,
SUNDARAM,0.3833333,
SUNDARMFIN,26.699999,
SUNDARMHLD,3.7999992,
SUNDRMBRAK,4.8333373,
SUNDRMFAST,5.2499976,
SUNFLAG,0.56666714,
SUNPHARMA,3.416663,
SUNTECK,131.41673,
SUNTV,3.866666,
SUPERHOUSE,3.4500046,
SUPERSPIN,4.849996,
SUPPETRO,2.3000004,
SUPRAJIT,7.7833405,
SUPREMEENG,26.000013,
SUPREMEIND,12.033315,
SUPREMEINF,14.050008,
SURANASOL,19.466642,
SURANAT&P,4.31667,
SUREVIN,1.8166676,
SURYALAXMI,3.449992,
SURYAROSNI,5.699997,
SUTLEJTEX,8.166664,
SUVEN,1.9666653,
SUZLON,5.9166646,
SVLL,0.8999998,
SWANENERGY,2.5666666,
SWARAJENG,25.883333,
SWELECTES,3.813327,
SWSOLAR,2.6166668,
SYMPHONY,187.9333,
SYNCOM,1.7999979,
SYNDIBANK,12.763333,
SYNGENE,3.0999897,
TAINWALCHM,16.68334,
TAJGVK,15.049998,
TAKE,26.766665,
TALBROAUTO,10.966664,
TALWALKARS,38.716667,
TALWGYM,8.4333315,
TANLA,24.349997,
TARMAT,8.366675,
TASTYBITE,51.850067,
TATACAPHSG,2.1333332,
TATACAPHSG,1.6333338,
TATACAPHSG,1.8666586,
TATACAPHSG,6.0833397,
TATACAPHSG,1.3233408,
TATACHEM,13.800008,
TATACOFFEE,2.2333343,
TATACOMM,19.733328,
TATAELXSI,15.250008,
TATAGLOBAL,4.683309,
TATAINVEST,12.583374,
TATAMETALI,20.300009,
TATAMOTORS,6.2799935,
TATAMTRDVR,10.016669,
TATAPOWER,15.45,
TATASTEEL,13.93333,
TATASTEEL,38.050068,
TATASTLBSL,12.716667,
TATASTLLP,13.133331,
TBZ,13.799999,
TCFSL,7.350006,
TCFSL,19.463314,
TCFSL,9.116672,
TCFSL,17.56666,
TCFSL,5.3000016,
TCFSL,5.4499993,
TCFSL,1.683333,
TCI,3.700002,
TCIDEVELOP,8.633353,
TCIEXP,10.199989,
TCIFINANCE,1.6833347,
TCNSBRANDS,9.46667,
TCPLPACK,1.4166626,
TCS,18.53332,
TDPOWERSYS,13.816676,
TEAMLEASE,43.399982,
TECHIN,5.316667,
TECHM,19.049974,
TECHNOE,5.2333374,
TECHNOFAB,1.3666668,
TEJASNET,9.599992,
TERASOFT,1.4000002,
TEXINFRA,27.016731,
TEXMOPIPES,11.46667,
TEXRAIL,9.0,
TFCILTD,2.4999993,
TFL,2.0000002,
TGBHOTELS,2.4499986,
THANGAMAYL,6.51667,
THEINVEST,26.21667,
THEJO,41.583332,
THEMISMED,10.133332,
THERMAX,7.550009,
THIRUSUGAR,0.26666704,
THOMASCOOK,7.0333505,
THOMASCOTT,2.9666688,
THYROCARE,18.949984,
TI,5.633333,
TIDEWATER,49.36667,
TIIL,10.466671,
TIINDIA,32.3333,
TIJARIA,5.0000052,
TIL,3.216668,
TIMESGTY,5.1666665,
TIMETECHNO,6.1999984,
TIMKEN,7.4499955,
TINPLATE,1.3666676,
TIPSINDLTD,8.9,
TIRUMALCHM,6.7666793,
TIRUPATIFL,36.6666,
TITAN,9.816683,
TMRVL,4.383331,
TNPETRO,2.683334,
TNPL,3.4833324,
TNTELE,1.9333344,
TOKYOPLAST,12.76667,
TORNTPHARM,113.766685,
TORNTPOWER,3.0000002,
TOUCHWOOD,5.0333385,
TPLPLASTEH,3.7166631,
TRANSWIND,1.5833321,
TREEHOUSE,6.6999917,
TREJHARA,28.266668,
TRENT,9.0,
TRF,1.4166671,
TRIDENT,1.2833341,
TRIGYN,10.713341,
TRIL,6.7766623,
TRITURBINE,18.216667,
TRIVENI,8.420006,
TTKHLTCARE,24.333334,
TTKPRESTIG,32.516697,
TTL,3.149999,
TTML,2.6666727,
TV18BRDCST,3.2333329,
TVSELECT,48.43337,
TVSMOTOR,22.71667,
TVSSRICHAK,15.983325,
TVTODAY,3.8833377,
TVVISION,1.7833328,
TWL,1.2999998,
UBL,22.066666,
UCALFUEL,2.866667,
UCOBANK,0.1833334,
UFLEX,13.099998,
UFO,4.7499948,
UGARSUGAR,19.06665,
UJAAS,3.0500002,
UJJIVAN,13.93335,
UJJIVANSFB,1.2999992,
ULTRACEMCO,34.816666,
UMANGDAIRY,19.0,
UMESLTD,0.033333343,
UNICHEMLAB,2.7166655,
UNIENTER,5.6800156,
UNIINFO,5.466663,
UNIONBANK,4.2833333,
UNIPLY,0.4333335,
UNITECH,1.899999,
UNITEDBNK,0.1833335,
UNITEDTEA,9.716672,
UNITY,53.266666,
UNIVASTU,41.083332,
UNIVCABLES,4.7833304,
UPL,3.966678,
URAVI,5.583336,
URJA,0.33333322,
USHAMART,11.550004,
UTIFEFRGR4,0.083333336,
UTINEXT50,2.066662,
UTINIFTETF,18.996672,
UTISENSETF,30.876657,
UTISXN50,3.9666698,
UTTAMSTL,1.3333303,
UTTAMSUGAR,22.533335,
UVSL,1.3166665,
V2RETAIL,27.299982,
VADILALIND,21.099983,
VAIBHAVGBL,18.166666,
VAISHALI,14.033336,
VAKRANGEE,1.1166667,
VARDHACRLC,3.633335,
VARDMNPOLY,29.766665,
VARROC,20.150007,
VASA,19.733334,
VASCONEQ,4.5499997,
VASWANI,48.083332,
VBL,19.966654,
VCL,1.0833334,
VEDL,6.083336,
VENKEYS,29.73335,
VENUSREM,21.299988,
VERTOZ,1.3166676,
VESUVIUS,9.700007,
VETO,8.666664,
VGUARD,2.1333313,
VHL,9.949982,
VICEROY,40.099968,
VIDEOIND,4.1,
VIDHIING,11.533336,
VIJIFIN,17.216667,
VIKASECO,1.9166647,
VIKASMCORP,0.58333296,
VIKASPROP,1.6166645,
VIKASWSP,6.68333,
VIMALOIL,20.233343,
VIMTALABS,16.099998,
VINATIORGA,31.96662,
VINDHYATEL,12.166667,
VINYLINDIA,5.016665,
VIPCLOTHNG,41.933334,
VIPIND,20.366648,
VIPULLTD,22.449997,
VISAKAIND,3.8333375,
VISASTEEL,32.29997,
VISESHINFO,1.016666,
VISHAL,0.29999986,
VISHNU,5.533333,
VISHWARAJ,3.0666664,
VIVIDHA,6.400002,
VIVIMEDLAB,0.9333334,
VLSFINANCE,4.950003,
VMART,24.449999,
VOLTAMP,10.899999,
VOLTAS,7.166683,
VRLLOG,49.11667,
VSSL,29.116663,
